Unnamed: 0,date,review,rating,isEdited,title,userName
1844,2024-08-29 18:20:28,"So I don’t really care about the pay issues because my dad pays but since I made a Chanel on my tablet for kids I can’t do certain stuff like delete a profile or change rating it makes no sense they don’t know how old I am and I can’t delete my own profile why should they care if I don’t want a profile anymore: ( review 2 ) on the kids ratings there is a show named Naruto… this show is anime most anime is for older kids and adults and this show is rated 7+. Naruto has nudity,cursing,horror/blood and gore. This show is inappropriate for children under 12 or maybe 13. Under aged Children are learning curses and seeing explicit sexual and physical violence (+blood. I didn’t expect Netflix to be so careless",1,False,I guess,Anonymous 31301
1149,2024-08-28 01:56:16,I resubscribed to Netflix specifically to watch season 4 of Umbrella Academy. Such a disappointment. What even was that?? Not enough episodes. The conclusion seemed honed in and I have no closure. It’s been 3 days since I watched the “finale” and am still so saddened about the lack of creativity and sudden ending. I feel like there needs to be another season. Please please please correct this…. Maybe throw us an Umbrella Academy special?? The show was sooooo good!!!! Until this final season. You even had Nick Offerman and Megan Mullally who are and were amazing!!! I feel like an opportunity was squandered here. Please give us more umbrella,4,False,Umbrella academy season 4…. Seriously?!,Jsgdbakfb
114,2024-08-27 17:32:42,"Netflix has been really frustrating recently with their new household rules. Where if you are using a Netflix account but not in the house where it’s typically used your not allowed to use it. As someone in college that shares an account with my parents there is absolutely no reason for me to need to spend money I do not have just to be able to enjoy some free time and watch shows I enjoy. The fact that my family already pays for Netflix and now I am being told I cannot use it because I am not in that house on that VPN is unbelievable. It has just become a scheme to get more money except what college student has the extra money for that on top of all the other payments, on top of this there isn’t a free version with ads I still have to pay to watch ads it’s become one of the worst streaming services when it used to be one of the best because they truly only care about the money instead of customer service. It’s possible people would keep it if they didn’t constantly remove shows and make it inaccessible to a very large portion of their typical audience.",2,False,Really Disappointed Recently,KKB-18
1507,2024-08-26 14:56:31,"Netflix minus well go start digging a grave next to Blockbuster and Redbox in the cemetery at the rate y’all are going with your absurd “household policy”. There is zero consideration for anyone using there Netflix account outside there “household” such as vacation homes, divorced households, students in college, work trips, at work or any other circumstances that has absolutely nothing to do with “password sharing”. I’m not going to make a account for every place I go to outside my “household”. Such a shame that y’all are operating this way in such a competitive market with so many other options to choose from for streaming services. Way too difficult to operate a account for one simple family. Absolute trash experience recently.",1,False,Ridiculous,kingdragon25
1172,2024-08-26 06:01:17,"I know that they have to take off some to put the others but the are taking off the real ones and originals. there are a lot of shows that I like to watch, but they have taken off the first one or the original, like victorious, and Henry danger but other than that everything is amazing! I love Netflix and 100% recommend it but if you are someone that like the real version and the originals then I think that it is not the best for you. 

Also they only allow 2 people at a time to watch so I always have to bug my siblings to get off",4,False,Stop taking of the original movies/shows,Lilipad10 review
1333,2024-08-26 02:46:59,"Hey Netflix 

 I really love Jane the virgin so much and Netflix please don’t take it away from me I have learned so much from it made me realize that you only have one life to live and learn from but, Jane showed me that you always have choices and you will learn from it and to know that everything will be ok or not perfect in life but also Jane has gone through some tough stuff but she has fought it showing not all lives are perfect but she has fought showing even if life’s hard you can fight through it no matter what.",5,False,Jane the virgin,Jane the virgin on Netflix
1201,2024-08-23 04:00:36,So this is a very good movie app most of my family and friends use this apps but I have probably 3 ideas my first idea can you make more episodes? Cuz I watch saiki and there’s only a few episodes so yeah you should add more episodes my second idea would be like when I’m watching a anime movie and when I’m in my 8 season or something it turns the Language to Japanese like it force it and I want it like full English sorry but I’m not a big fan into Japanese my last idea to keep going and add more movies if you add these apps I might put 5 starts,4,False,Good movie app but I have some ideas to make it better,Y f4fdcfrefrbchcryrfch
1541,2024-08-21 23:29:58,Listen I’ve been watching netflix for years now but this new rule is stupid. Idk if anyone else knows this but at tmobile they had an offer where if u got the family plan or something you get netflix for free so we got it. Our phone provider gives us netflix as long as we pay the bill. I pay my part of my phone bill as every adult does. I do not live with my parents tho. So your now telling me i have to pay for a SEPARATE account of netflix because I’m not in the same household? How ridiculously stupid is that? Screw that I’m not paying for another account because ya’ll money hungry smh,3,False,The new rule is stupid,Fxckoffyeah420
222,2024-08-21 22:39:41,"Anybody who works with the team please answer me, bro 3.6 out of five bro business is going down just because you have to put a freaking price tag on everything like what the heck do some updates you want to be freaking better pls plz plz plz like what the heck why you gotta put a price tag on every freaking thing I’m sorry I’m just so mad right now. Bruh just please once you do an update you have to freaking delete that account payment bro you’re literally worse than Crunchyroll. This is totally bad. I hate this read before you download. This app is so garbage please but all those other people ready to lose some bucks for a month I would suggest you just go on about your business if you want your leftover money to be drained to heck bones dry bro come on now you gotta be doing better now like what the heck I have so many questions to this app to explain my frustration right now. Is anyone in the team is reading this you have to update so you don’t have to pay to have a freaking account please better get a developer response!!!.",1,False,And like I wrote in my last review,I’m exposing you
1845,2024-08-21 18:31:04,You should put the movie Sister Sister back cuz one day me & my mom was watching and the the movie just disappeared and I was like oh what happened where’s all the clips where’s Tia & Tamera Mowry where’s Roger where’s Mr. Campbell And the mom ? But anyway I love Netflix it is the best network platform ever you get to watch TV shows. Anyways thank you the peoples From Netflix Who took their actual time to read this if you did it me and my mom would be real happy. Thanks for reading!,5,False,Love it but one thing,🎀Val🎀
302,2024-08-21 18:05:25,"After downloading content for a plane trip across the states, I pulled up Emily in Paris and started watching it. I had to pause the show for a sec and open another window to look at something else on my iPad. When I came back to watch the show 5 mins later, the download tile said “Expires in 48h”. That’s fine. But when I clicked on the episode to continue watching it - again after just 5 minutes of being away from the episode, I got the message “Error. This title can no longer be watched offline.” And I now cannot watch the show for the remainder of the flight. What the heck? I’ve been forgiving little quirks here and there that have been popping up a lot recently, but this error (or actual purposeful product change?) was the tipping point for me to finally write a review. With continued price increases, I expect your product quality to go up, not down. Please fix this product issue. Currently, you’re really letting this customer down.",1,False,Annoying Product Error Message Let’s Your Customers Down,AimsterG123
1480,2024-08-18 12:44:49,"I love Netflix, I just wish it would keep the shows and movies I loved. I get you have to take them off to put something popular or better on but… like with the vampire diaries I was in the middle of watching that and I was in like the 5th season and I couldn’t find it on Netflix only to learn that it had gotten taken down. I had to search for it and restart. I don’t know if Netflix is going to bring back anything but I do hope they do and I hope they bring back coraline! I haven’t been able to watch coraline in a minute!",4,False,Just because,Your mum :).
1570,2024-08-17 04:55:11,"I kept seeing videos on my TikTok fyp and they all had different episodes I hadn’t seen before (I watched the entire series) so I checked in the comments and almost all of them were making some sort of complaint about how Netflix only has up to 4 seasons and season 5,6, and 7 aren’t there. Then I did some research and some people had up to season 7 so I checked the App Store just to see if I just needed to update it but I didn’t, basically what I’m trying to say is, please bring back season 5-7 bc we were robbed !!!",4,False,Specifically abt My Hero Academia,Joygaviota
1298,2024-08-17 04:15:26,"i hate this app, and whoever made it. this app used to be great back in the day. now. it is a piece of HOT steaming fart. i hate this app. u have to pay, so much money just for like two devices , and i myself, have THREE devices i use to watch netflix DAILY or at least used to, because now i can only have my tv connected or else i have to pay more. i hope whoever developed this app the worse. i really hate how inflation hit netflix too. really NETFLIX how ridiculous is this, like your not a millionaire already. at this point it is greed. u are already rich. and i am POOR YES I AM POOR and i hate netflix now. nobody buy a subscription for this app i hope it gets deleted. please let’s start a strike and get this app off the net. thank you -signed. -daniel larson",1,False,this app is RIDICULOUS.,yesyuhyeshshsush
1032,2024-08-15 23:53:46,"(This is a short review)

Over all Netflix is a really good app and i’ve had it for a long time now so i can safely say its a great app with lots of great content. The only things i would change about it is the amount of series or episodes that are in one tv show. For example, once my brother and i wanted to rewatch watch Rise of the tmnt but only season 1 was on Netflix and this happens to be a problem for many other shows especially kids shows or shows made for people 1-12 or whatever you think is considered a kids show. If netflix could please fix this problem i would be so happy!",4,False,A Few Changes,Gene🩵
1573,2024-08-11 13:57:06,I have had Netflix since before they started streaming streaming and I’m fed up. I’m so sick and tired of these companies being greedy for money so much to the point that they will tell ME that my OWN device will not be allowed to stream on this platform because it is not apart of my household. I never use this platform and the only reason I keep it around is for my kid. But no more. No one has the right to tell me when I’m paying well above what other platforms ask that I can’t have as many devices or my sibling in college can’t watch this because she isn’t in the house all the time. I’ll stick with my main platforms that have way better content for way less money.,1,False,The worst streaming platform alive,Sunnykae
243,2024-08-11 04:51:22,"NEW POST: I watch on my ipad and I always have to look at which point I stopped watching. I have to check every single episode that I think I may have watched already. It’s shame they removed the CONTINUE WATCHING category. It’s all messed up! My husband told me to just cancel, we’ve been with Netflix (2007 or so) even before they went popular, way back when they also sent DVDs as part of your subscription. So, I am sad to have to decide and let it go.

ORIGINAL POST: 2018
I have been truly very unhappy with the app, it gives me error messages all the time that I even considered of logging out from all devices thinking that the problem will get fixed and I also have to check my wifi if it really is working but all else works except for Netflix. So, it is not my wifi's fault. It usually happens at around 9-11pm PST and has been a very frustrating experience so far esp when you are watching a series and in the middle of a thrilling or exciting scene.. pls. listen to customers' complaints and get this fixed real soon.",1,False,CONTINUE WATCHING category removed,street owl
103,2024-08-08 19:47:41,"READ BOTTOM MOST IMPORTANT*** I love Taylor Swift, my entire family does. They had Taylor Swift: Reputation Tour until they removed it. There are multiple shows like this to, Spy Kids for example. There seems also like there aren’t many shows. What I mean by that is you can watch every show and your still going to be bored. The shows and movies are stuff most people don’t want to watch. Now I’m mostly taking this from a PG account. The only kid show I can see kids enjoy for a while is Miraculous, which I don’t prefer. The only movies I liked was, Taylor Swift, Leo, The Super Mario Movie, and 13 the musical. Please find shows that a wide variety of people like. Thanks!! OK READ THIS PART NOW: Ok I am so upset. The reason is I loved the Lorax but when I’m about to watch it they remove it. And today I come back on the see SHREK IS BEING REMOVED SOON. Yes your classic movie IS BEING REMOVED. Oh and also why REMOVE THE BEE MOVIE?????? HOW CAN YOU DO THIS TO ME AND OTHER PEOPLE. I don’t wanna pay more money to watch these movies on Apple TV. FIX YOUR PROGRAM NOW. THANK YOU FOR YOUR TIME.

Ok so now I’m happy, kinda. YOU ADDED THE LORAX! THANK YOU!",3,False,The Shows and Movies,Subs2877
415,2024-08-08 04:57:18,"The price keeps raising and raising, what makes it worth it is sharing with my family who we all live within 20 minutes and yet, no more password sharing… what is the real reason of price increases? Yes, stock price and investors, which is a vicious circle that Netflix should get rid of, they make enough money and waste even more! I would understand increases when it’s all positive news but Netflix is constantly canceling shows and franchises, just look at the Snyder movies lately 
, how much money did they spend on this guy, and all he produces is rubbish, they just cancelled more of his work and who pays for all that wasted money, we do. They know it that why they don’t care, never once did I think they cared over the years, so many good shows cancelled, it’s like they throw money at the wall and see what sticks and usually it’s one noodle out of the whole box. I started buying physical media and know how to pirate movies. Netflix will not be missed.",1,False,Not worth the squeeze anymore,BongoFett
1334,2024-08-07 21:12:17,I’m sending this review because the Update version is the worst because i don’t have the new and popular I want to see what is new coming soon and some movie where in 2 months! and your making it gone!? It’s just that stop! putting movies and shows that are leaving soon!! and games that someone made not in Netflix!! you see that the games you made you didn’t made them you just copy them!!! and it’s just 3 games of balloon td6 there’s 3 of them it’s the other one from arcade and in app purchases no ads and you copy them there is just 2 not 3 your not so pose to do that and the other games are coped so that’s!!! Why I put this review Netflix good bye!!!!!!,1,False,The worst update and shows and movies gone!! and games that somebody made from other people!!,wikwowoww
926,2024-08-07 19:48:28,"My family has been using Netflix for as long as I can remember, I have fond memories of getting on the family computer and picking what dvds to send to the house. To more recent times of sharing streaming suggestions with friends and family. But this newest push of not letting families share accounts anymore is a major mistake. Why even have the need for multiple profiles if it’s only gonna work on one tv. My family now lives all across the country from eachother and are no longer in one house. We finally decided today that we are going to cancel our subscription because we’ve been having nothing but problems. I’m extremely disappointed that this has to happen but we have no other choice. Congratulations on losing a life long customer.",1,False,Extremely disappointed,Keul kid
1095,2024-08-07 14:30:17,"Dear Netflix, I’ve had this app since 2014 and I’ve never had a bad experience with the catalog of movies and tv shows but, ever since 2023 there’s been nothing to watch because y’all are taking shows off or taking certain seasons off of shows. Which really ruins the experience of watching the shows because I won’t know the entire story. Another problem is that you guys have good shows and take the good shows off and replace them with terrible shows like some of your original shows. But overall, the app is was great in the 2010s but ever since 2020 there’s been a decline in the quality of the series and movies.",3,False,Barely anything to watch,son goku32145679
1991,2024-08-05 18:49:49,"Even trying for hours to give you my new credit card number.  You won’t  except it. All you want to do is reset my password and  put me thru all the other things you have. Evem make me listen to storm damage  I don’t have when I. All customer service. Just let me give you a new credit card number without all the  hassle you put me thru. Really feed up with your methods. 

Tamara ( which you can’t even say correctly) Faulk er",5,False,Worst,TLF%
1843,2024-08-03 04:42:04,"I love Netflix so much but the only thing I do not like about Netflix is is when i finish a show or series their is like nothing else to watch that I like .  But I still give Netflix credit because they. put a list of other things you can watch but I’ve

all rest each all of my fav shows and it takes so long for a new season to come out I will like outer banks is so post to come out in 2024 but it is 2024 like Hello! and they do not even give the exact date this is me singing off",4,False,This is why I put 4 stars,brgegehghdhs
515,2024-08-03 02:28:55,"Come on Netflix. This is ridiculous. Why is it that i’m already paying for my account and now I can’t watch it because i’m not on the same wifi has my other house. What is this. You guys make MORE than enough money already. This is literally so unfair and the fact that you’re disregarding all the complaints from your customers is actually wild and disrespectful. I have been a paying customer for SOOOO long and to do this. TO DO THIS. Unbelievable. like genuinely unbelievable. You guys need to come into terms that you guys make money OFF OF THE PAYING CUSTOMERS. If you guys don’t change this ridiculous rule you will lose each and every one of your customers. I hope you do. I’m canceling my subscription, i’m breaking up with you. ITS YOU not me. You have went from the best platform to the absolute worse. YOU GREEDY GREEDY company. Can’t let us people struggling to have even a moment of peace.",1,False,Greedy Company and unacceptable terms.,ihatenetflix101
38,2024-08-03 00:04:14,"Hi… I love Netflix I really do, but I want to talk about a specific show, mako mermaids. In my opinion it’s a great show, outstanding, but I really, really, really, really, want to have a new season because they kind of left us to be continued. So that’s the first part, on to the next. I was kind of concerned that in Henrey danger it only came out with the new seasons and took away the old. I was gonna watch all of it, from beginning to end but I couldn’t because it only had the newer seasons. And that’s happened with more shows too. And my last part is about all the shows in general. So… I just want a little more maturity in the shows ,like some things are really baby, but I get that because it is a kid account. Like feel the beat, surviving summer, are on the more mature side and others too, a lot others but most are baby stuff. You can keep the baby stuff on just add a little bit more maturity. I hope u take this note into consideration, thank you. P.S. don’t forget to tell the producer of mako mermaids to add a little bit more if u can. 👍😃 The end 👍👍👍",5,False,Mako mermaids and more,05abcd
1011,2024-07-30 08:49:30,"Both of these shows I love! And there so amazing, if it’s the idea’s people can’t come up with I got you, I have an amazing imagination and seriously it would be SO amazing to have new seasons I LOVEEEED the hollow so much and it was a twist at the end whit mcg was a little confusing but with a ending maybe season 3 then you would have more people watching with time and the phontom show I mean those songs are fuvking livid! And omg it has soo much meaning and truth to it and happy sad angry everything! I hope that when I get older I see my kids watching it and watching the new season",5,False,"The hollow animated show, The phantoms",Cait Rogg
1846,2024-07-28 11:20:46,"Read this! You can take it on road trips far distances but it needs Wi-Fi ☹️
And you can download apps and you (I think) can when you don’t have internet can watch the shows/ movies you downloaded 🥳but it does take a long time to download overall I love it!it is easy and simple to sign you just need your phone number and email 
I would recommend you should only get it on a iPad because it is louder and it is bigger to watch your movies on them.",4,False,I love it 🥰 if you don’t have Wi-Fi read this!!!,Avocado mushroom
487,2024-07-27 14:45:28,"I’ve been using Netflix for a few months now, and I’ve GOT to say, my experience is AMAZING! CHEF’S KISS!! I really LOVE how you guys add movies and TV shows every week! There’s this film series called the Conjuring, and I REALLY love it! I’ve already watch the first, second, and third. And then I watched The Nun, and THEN I wanted to watch The Nun II, but it actually wasn’t on Netflix. I was actually wondering if you guys could add it sometime soon? It would be SO GOOD to watch it at home while eating popcorn, and sitting on my comfy couch instead of going to the Theaters and paying for it.

Pretty Please with a humongous gigantic cherry on the top, PLEEEEEEEASE add The Nun II? After seeing the first one, I’ve actually been DYING to see the second sequel. 

Thanks so much! Have a nice day. Bye!",5,False,Amazing!,Nsauhuzhnzinzi
526,2024-07-27 02:02:02,"Honestly I highly highly doubt Netflix will take the time to read this review but anyways; I am requesting Netflix to attempt to contract the next seasons of demon slayer in the USA. (“Hashira training arc.”) Currently only Crunchyroll offers this season in the USA, which therefore would bring more members towards netflix looking for a more well known site, and one with other genre of entertainment. Speaking of how big the anime community is it would probably be worth the money. 
I expect Netflix might already be ahead of me in this case already doing this, but i would really like to see another season of such a popular anime aired on such a popular streaming site! 
      regards, -Average anime watchers.",5,False,This is a request not not a review,Foxhood12345
1439,2024-07-26 14:57:58,"I have been using Netflix for several years now and the issue I noticed is that it will sometimes start you on the last season of a show when you decide to watch it.
The only other issue is that when I remove a show or movie from my row of stuff i am watching it won’t come off that row until the next day which can cause confusion.
Aside from those flaws Netflix is a  great viewing experience with clear graphics and great setup  with a wide variety of shows and movies to watch.",4,False,Love it but there are some issues ❤️😮‍💨,Player #2765
398,2024-07-22 11:16:57,"I’m not sure what’s been going on with Netflix in the past 6 months, but I’ve had Netflix on/off for many many years. Recently, something must have changed in their plans, because now I can only be allowed to use two devices to watch Netflix, and if I login on my phone instead of one of my TVs, then it says I have to either sign out of both TVs, or I have to “watch temporarily” for the next 14 days. Additionally, if I was to upgrade my plan so this doesn’t happen (even though I didn’t receive an email that this would start happening), I would have to pay $7-8 extra. I’m the only person in my entire family who still uses Netflix because of how greedy the company has become, and I only use it because very specific shows are on Netflix that I cannot watch elsewhere. Once I finish watching the shows I like, I’m canceling. I am tired of constantly being treated like a criminal or a scolded child for using an app that I pay $16/month for.",1,False,Money Grab,meaghanac
1270,2024-07-20 15:58:47,"The problem I have right now with Netflix is we have three accounts on my family plan as most do and because I don’t live with my family and I’m in a different state, they do not allow me to have consistent access my/our third account. I refuse to pay for a fourth account and excessive fees to use my original third account. I have designed a streaming service at one time not long ago, and I’d never design it this way… the email confirmation to have momentary access is no solution. It’s an extra inconvenience, especially if you run out of confirmation codes. You would think from a company trying to make money so conveniently for themselves they would return the favor to their customers.",1,False,The three accounts should be usable wherever,MileHighCruiser
1250,2024-07-20 00:10:38,"I’ve loved all the games up and hooked up with some of them mostly the reality ones. I was wondering why haven’t they got with Sims four love y’all to get with them and create a Sims four that can be played. I love to see how that will turn out I think that’s a good game. It’s really fun, and everyone loves it and I think it will get y’all some more people in here apply these games make believe or reality style life just thought that popped into my head about Sims. I love the game that think you should make one together.",5,False,"Netflix, I’m loving the games",jhirnaye1982
1441,2024-07-19 03:08:28,Netflix is apparently obsessed with extracting every last cent from account holders to the point of blocking legitimate access because of their deficient Household concept.   This anti-sharing feature blocks access on our iPhone and iPad apps even though those devices are all accessing Netflix at our residence on the same IP connection.  We are continually requesting ‘temporary access codes’ sometimes daily even though the devices are all within a few yards of each other.  I’ve contacted Netflix customer service - It’s worthless.  We have had a Netflix account since DVDs and have never shared account access.  The Netflix Household security feature is simply not working,1,False,Netflix Household is blocking access to paying customers.,LongtimeTiVo
1335,2024-07-18 20:49:29,"I like many of the shows and movies. What I hate about it, is that in every show I see which is produced by Netflix, every show uses the F-word every few words. It would be great if they had a button where you could click off for no f-words. Also in every show that I start to watch, there is always a lesbian segment or two men kissing. It is weird how in order to appeal, Netflix has sunk to the lowest societal denominator by adding sex, smoking, drugs, immoral scenes, etc. I wish there were a button to shut off for those last items, as well.

In addition, their sign-screens got more complex, forcing the watcher to mess with more screens. 

I think Acorn and Britbox are faster and easier.",2,False,Netflix should be better,Shep_1
1508,2024-07-16 15:59:31,"As a senior Netflix now has a plan for $6.99 a month. The plan includes ads but the ads are so few that that’s not a problem for me. This is the only way I can watch Netflix because the other Netflix plans are too unaffordable. I watch Netflix on my iPad and never have had a glitch. One last comment on subscription costs, for example, the NFL now has plans that charge fees for certain. People need to be careful on how they spend there money. I’m happy with Netflix.",5,False,Affordable for me now!!!,waterfire52
767,2024-07-16 04:17:39,"I’ve been using nextflix for a very long time and now I never had any problems with it until now. Whenever I go into my profile, it glitches sometimes and shows me different shows. Recently I was watching a show and today I go back to it to watch it some more and my Netflix watch list is completely different. All the stuff I’d been recently watching wasn’t there anymore and I even went to find the show and put the episode I was on and it won’t even let me play it. It just says “remind me” I don’t know if this is just a glitch or it’s a bug or something but quite frankly it’s getting pretty annoying. If I could give this app a rating I would give it a 3.5. It’s not a bad app at all these recent bugs have definitely brought the rating down.",2,False,Glitches and bugs,Amanderrrrr7
5,2024-07-15 15:59:57,"I’ll get to the point. I understand Netflix doesn’t want those pepes using vpns to watch whatever show they want but what about actual travelers. This has been a major nuisance for the past fue years. Basically, when your location changes (like going to another country) the content changes as well and it varies. Some things you saw before are gone but some things you didn’t see are there. People try taking advantage of this by using a vpn to make it look like they’re in another country to watch content that isn’t available in their country. But Netflix has a “fix”. They simply set the language specifically to whatever languages are spoken in that country. But then this conflicts with people that are ACTUALLY on vacation. I’ve had to watch mha in Spanish. Luckily I know Spanish but i don’t know French. I don’t know German. I don’t know Japanese. I watched season 1 of Mob Psycho 100 on the way to Switzerland and made the mistake of not downloading season 2. So now I have the options of watching it in Japanese or German. And no, no english subtitles either. There is not a SINGLE show of my interest in my language. So now Netflix, my main entertainment on the plane for example, is utterly useless. Absolutely useless. Now I have to watch the Acolyte and who knows what else on Disney+ for a 9 hour flight.",3,False,location,icebot96975
2,2024-07-15 00:36:58,"Since last December I was watching Korean series on my phone on Netflix and on my tv but since the new update that got I couldn’t enter because the account was my sister‘s father that was in Texas he shared his account with us because my mom didn’t want an account since she didn’t want to pay any more apps, but then when you update it only lets me watch the kids profile and I can’t enter any adults profile since any update I’ve always liked Netflix and could watch anything on any profile but since the last update, I can’t watch Korean series on Netflix and I needed an app to watch Korean series, but some Korean series are only on Netflix and I can’t watch it on the app since the last update I can’t get into any adult profile I could only enter the kids profile so please can you change the new update some of us have others Netflix profiles that share with us since we don’t have one so I hope that you can get rid of the new update since I can’t watch Netflix and any other person in the world thanks to the new update my sister‘s father he’s the only one who can use Netflix as he shared with us his account so we can’t watch Netflix so I hope you can get rid of the new update hoping for response this year",4,False,The New Update,suportts123fun
719,2024-07-13 04:49:36,I think Netflix is very great. Every movie I watch is this full of surprises. I just do not like cliffhangers including Spider-Man movie at the end there is a cliffhanger. I really don’t like that but I think is great. I’ve been watching it for a bunch of years since kindergarten but Netflix is the best is the best please add more movies. Please do not take off the good movies you always take off the good movies still I think it’s a great app please. Can you put back all the good movies and don’t make the movies that are coming out takes so long to come out it might be June in a movie says comes out in August 20 something please make them shorter,5,False,I love Netflix🙂😁😁,The 344 hey
450,2024-07-12 05:18:18,"Netflix used to have many really quality movies.  Cause today id say their selection is full of many mediocre movies that you could get some entertainment from if you’re bored, but not too many really good movies.  Netflix is not the place that I go to to add a quality movie to my day.  It’s no longer on the agenda to improve my day.  
Maybe it’s capitalism that’s driven the quality down, maybe it’s details I really don’t understand.  All I know is that Netflix is no longer a must have app for entertainment but has possibly even dropped out of my personal top 5.   
I hope Netflix makes a resurgence of quality, because I know many people I’ve talked to feel the same way.  
As of right now I would recommend many other streaming services over netlfix.   
No shade to Netflix, just being honest",3,False,Honest opinion,Gddjkvsfijgxsasan
627,2024-07-12 04:52:32,"I trusted Netflix enough to give them my CC payment information. With that being said, to get an alert that “My device is not recognized” gives me the exact opposite of a warm and fuzzy feeling. I’ve used the same iPad, in the same location, on the same network for about two months.
Not one time have I shared my login information with anyone (I’m a firm believer that people should pay their own way). Back to the point, it makes me very nervous that a company as big as Netflix cannot distinguish between a device that has always used their service and one that has not. Besides the IP address there is also a unique device ID, no two device’s share the same ID. These people have my credit card information and that’s scary. They’ll end up being the next major company(At&t T-mobil) that get’s hacked and their customers will pay the price for it. All of us!",1,False,Ducks in a circle,Don't be Greedy
657,2024-07-12 02:38:15,"Hi Netflix, there is a series called one piece at the end of the series. There is a season called egghead all those episodes are Japanese. You can’t change it to English. Will you try to make it English? because I don’t really understand Japanese and I can’t really read that fast so it’ll be really nice if you add the option to make it English, that would be really helpful so I can watch the new episodes please I really wanna watch the new episodes but I can’t because it’s Japanese and I can’t read that fast. I would really appreciate if you do. Netflix is a really good app and can you add the rest of the seasons for Demon slayer please I would really really appreciate it.",5,False,Japanese?,Sadie ames
1540,2024-07-11 10:04:40,"Ok, to start off. What I really want is more anime’s to watch. Now as a fellow anime fan I am kinda picky when it comes to anime me and my mom love anime and we love to watch it together. But when we look on here there isn’t much to choose from that is interesting to us. Like let’s say you guys added back maid-sama I’m pretty sure the anime community would love that especially me since I’m really into romantic stuff. This app is great trust me it really is just not really a lot of options for me and my mom to watch.",4,False,I really do love this app but there is some things I do want to be added,Scooter_lol
351,2024-07-10 17:48:06,"I was so over the household streaming thing that I eventually stopped watching anything on Netflix Netflix and then all of a sudden y’all took that away thank goodness because I don’t understand what was the point of that and all of a sudden it’s back??? what’s the purpose? I want to know what the reasoning is behind you guys doing all of this? because with this household thing, you’re assuming that every single person lives under the same household for the rest of their lives and do you understand how unrealistic that sounds? we are pretty much all grown adults and mean my family don’t all live under the same roof and we in a long so having a family Netflix account gets pretty useless when we’re all a family that doesn’t live under the same household because that’s just life like hello?? and considering how much you guys charge especially with limited series also it’s just not worth it you guys think you’re gonna keep making more money while doing all of this.",1,False,i’m so tired lol,Shamima Afroz
504,2024-07-09 16:09:34,"1. The app is not user friendly. Upon trying to create a new account and add my payment information, it took 3 devices and 40 minutes. Mind you I am a 22 year old that uses technology often. In addition to this, 
2. The plans are ridiculous. The ad plan is a decent price but the resolution of your shows is blocked behind a paywall. If you pay $17 a month for your streaming service, you are gauged upon opening the app every time to pay an additional fee to watch the shows in a higher resolution. This practice is not found in those streaming services I use, mind you the others are also cheaper and not limited to number of screens.
3. The selection of shows constantly drops in quality and number.
There are other services for cheaper, better quality, and easier to use. Sad to see this once pioneer get beat out due to cheer unwillingness to meet the consumer halfway.",1,False,Horrible App and etc.,Jcon45678943
1299,2024-07-08 05:49:59,"About to unsubscribe, just when you think they can’t screw over their users anymore then they already have within the last year.. now I can’t even use vacation mode when I’m working on the road which is most of what my job entails. I’m done with Netflix and the money hungry office pukes up top. I hope you irritate enough people that everyone cancels and we see the fall of Netflix within these next few years. I really hope no other company is dumb enough to follow in your footsteps I’m done with your nonsense of not letting me use my own account just because I’m not using a device that’s in my normal household. Thanks for nothing Netflix. 

Sincerely,
-Another annoyed past member.",1,False,Can’t even use the app when I’m away from home now… WHAT A JOKE,IMRiesee
73,2024-07-08 04:04:13,"I just want to start of saying that I have been using Netflix for years and it’s good, your set up for awhile on these shows and movies. I’m a minor but I’ve gotten a little older now ( however I’m still on the kids profile) and the shows *etc* aren’t bad but there’s not a lot of setting for it, *as far as I know * it’s a little difficult to find more interesting shows and/or movies on it. So it would be great to if you could work on finding some more interesting- but appropriate things to watch on here for at least 13  to 15 or something like that, it can be hard seeing as they just film anything these days, a-lot of crazy stuff going on. Aside from that I don’t know if it’s already streaming on Netflix but it would be great if they could put Demen  slayer on the kids profile if it’s possible I’ve never seen it before but I would interested in trying it out. Leading up to that I think more anime would  be a nice option to put more of on there to.",5,False,Review and some suggestions,moon beam🦚
1636,2024-07-06 17:27:21,"So for the most part the app is really good, it is just that there is no profile that is in between adult and kids. On the adult thing there are so many inappropriate movies, but on the kids, it is pretty much just cartoons. PLEASE MAKE A TEEN PROFILE!!! Something with PG-13 and TV-14 but no MA and R. I am a teenage girl with Christian parents, and I can’t have an adult profile because of all of the nudity and stuff, but I obviously don’t wanna watch cartoons, so a make a teen one! (I don’t ever use Netflix anymore because of this reason, I only use Disney+ because they have a teen profile)",4,False,TEEN PROFILE,soph-aloaf
